Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_F,0,1,-1,155,1,0
Ind_1_F,0,1,-1,488,1,0
Ind_2_M,1,0,-1,784,0,0
Ind_3_M,1,0,-1,563,1,0
Ind_4_F,0,1,-1,703,0,0
Ind_5_M,1,0,1,518,0,0
Ind_6_M,1,0,-1,733,1,0
Ind_7_F,0,1,-1,715,1,0
Ind_8_M,1,0,-1,136,0,0
Ind_9_M,1,0,-1,203,0,0
Ind_10_F,0,1,-1,716,1,0
Ind_11_F,0,1,-1,338,0,0
Ind_12_M,1,0,-1,385,0,0
Ind_13_M,1,0,-1,175,1,0
Ind_14_F,0,1,-1,246,0,0
Ind_15_F,0,1,-1,780,0,0
Ind_16_F,0,1,-1,439,1,0
Ind_17_F,0,1,-1,649,1,0
Ind_18_M,1,0,-1,659,1,0
Ind_19_F,0,1,-1,401,1,0
