Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_F,0,1,-1,469,1,0
Ind_1_F,0,1,-1,381,1,0
Ind_2_M,1,0,-1,557,0,0
Ind_3_F,0,1,-1,188,1,0
Ind_4_M,1,0,-1,662,1,0
Ind_5_M,1,0,-1,293,0,0
Ind_6_F,0,1,-1,267,0,0
Ind_7_F,0,1,-1,314,0,0
Ind_8_M,1,0,-1,536,0,0
Ind_9_F,0,1,-1,614,1,0
Ind_10_M,1,0,-1,333,1,0
Ind_11_M,1,0,-1,396,1,0
Ind_12_F,0,1,-1,500,1,0
Ind_13_F,0,1,-1,0,0,0
Ind_14_F,0,1,-1,583,0,0
Ind_15_F,0,1,-1,366,1,0
Ind_16_F,0,1,-1,453,0,0
Ind_17_F,0,1,-1,484,0,0
Ind_18_F,0,1,-1,236,0,0
Ind_19_F,0,1,-1,411,1,0
Ind_20_M,1,0,-1,425,0,0
Ind_21_M,1,0,-1,850,0,0
Ind_22_F,0,1,-1,350,0,0
Ind_23_F,0,1,-1,517,1,0
Ind_24_M,1,0,-1,439,1,0
