Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_M,1,0,-1,60,1,0
Ind_1_F,0,1,-1,100,1,0
Ind_2_F,0,1,-1,24,0,0
Ind_3_F,0,1,-1,48,0,0
Ind_4_F,0,1,-1,76,1,0
Ind_5_F,0,1,-1,84,1,0
Ind_6_M,1,0,-1,20,0,0
Ind_7_M,1,0,-1,56,0,0
Ind_8_M,1,0,-1,96,1,0
Ind_9_M,1,0,-1,44,1,0
Ind_10_F,0,1,-1,8,0,0
Ind_11_M,1,0,-1,36,1,0
Ind_12_M,1,0,-1,32,1,0
Ind_13_M,1,0,-1,72,0,0
Ind_14_F,0,1,-1,12,1,0
Ind_15_M,1,0,-1,52,0,0
Ind_16_F,0,1,-1,92,1,0
Ind_17_M,1,0,-1,16,1,0
Ind_18_M,1,0,-1,80,1,0
Ind_19_M,1,0,-1,68,1,0
Ind_20_M,1,0,-1,88,1,0
Ind_21_F,0,1,-1,28,1,0
Ind_22_M,1,0,-1,40,1,0
Ind_23_F,0,1,-1,4,0,0
Ind_24_F,0,1,-1,64,0,0
