Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_M,1,0,-1,210,1,0
Ind_1_M,1,0,-1,230,0,0
Ind_2_F,0,1,-1,200,1,0
Ind_3_F,0,1,-1,80,0,0
Ind_4_F,0,1,-1,160,0,0
Ind_5_F,0,1,-1,10,1,0
Ind_6_F,0,1,-1,110,0,0
Ind_7_M,1,0,-1,130,0,0
Ind_8_M,1,0,-1,190,0,0
Ind_9_M,1,0,-1,60,1,0
Ind_10_M,1,0,-1,150,0,0
Ind_11_F,0,1,-1,250,0,0
Ind_12_M,1,0,-1,170,1,0
Ind_13_F,0,1,-1,30,1,0
Ind_14_M,1,0,-1,100,0,0
Ind_15_M,1,0,-1,90,1,0
Ind_16_F,0,1,-1,180,0,0
Ind_17_F,0,1,-1,240,1,0
Ind_18_M,1,0,-1,70,0,0
Ind_19_M,1,0,-1,220,1,0
Ind_20_F,0,1,-1,140,1,0
Ind_21_M,1,0,-1,50,0,0
Ind_22_F,0,1,-1,120,0,0
Ind_23_M,1,0,-1,20,0,0
Ind_24_F,0,1,-1,40,0,0
