Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_M,1,0,-1,782,1,0
Ind_1_F,0,1,-1,306,1,0
Ind_2_F,0,1,-1,170,1,0
Ind_3_M,1,0,-1,136,1,0
Ind_4_M,1,0,-1,612,0,0
Ind_5_M,1,0,-1,544,1,0
Ind_6_M,1,0,-1,204,0,0
Ind_7_F,0,1,-1,374,1,0
Ind_8_M,1,0,-1,476,1,0
Ind_9_M,1,0,-1,238,1,0
Ind_10_M,1,0,-1,816,1,0
Ind_11_M,1,0,-1,646,0,0
Ind_12_M,1,0,-1,34,1,0
Ind_13_M,1,0,-1,340,1,0
Ind_14_M,1,0,-1,748,1,0
Ind_15_M,1,0,-1,442,1,0
Ind_16_F,0,1,-1,510,0,0
Ind_17_F,0,1,-1,714,0,0
Ind_18_F,0,1,-1,578,1,0
Ind_19_M,1,0,-1,850,0,0
Ind_20_F,0,1,-1,408,1,0
Ind_21_F,0,1,-1,102,1,0
Ind_22_M,1,0,-1,680,0,0
Ind_23_M,1,0,-1,272,1,0
Ind_24_F,0,1,-1,68,1,0
