Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_F,0,1,-1,386,0,0
Ind_1_F,0,1,-1,314,1,0
Ind_2_F,0,1,-1,459,0,0
Ind_3_M,1,0,-1,155,0,0
Ind_4_F,0,1,-1,545,0,0
Ind_5_F,0,1,-1,241,0,0
Ind_6_F,0,1,-1,220,0,0
Ind_7_F,0,1,-1,259,1,0
Ind_8_M,1,0,-1,441,0,0
Ind_9_M,1,0,-1,506,0,0
Ind_10_F,0,1,-1,274,0,0
Ind_11_M,1,0,-1,326,0,0
Ind_12_M,1,0,-1,412,0,0
Ind_13_M,1,0,-1,0,1,0
Ind_14_F,0,1,-1,480,0,0
Ind_15_F,0,1,-1,301,1,0
Ind_16_F,0,1,-1,373,0,0
Ind_17_F,0,1,-1,399,1,0
Ind_18_M,1,0,-1,194,1,0
Ind_19_F,0,1,-1,338,0,0
Ind_20_F,0,1,-1,350,1,0
Ind_21_F,0,1,-1,700,0,0
Ind_22_M,1,0,-1,288,0,0
Ind_23_F,0,1,-1,426,0,0
Ind_24_F,0,1,-1,361,1,0
