Name,Male,Female,AssignToGroup,Alleles,Proven,Priority
Ind_0_F,0,1,-1,64,1,0
Ind_1_F,0,1,-1,68,0,0
Ind_2_M,1,0,-1,56,1,0
Ind_3_F,0,1,-1,28,1,0
Ind_4_F,0,1,-1,92,0,0
Ind_5_M,1,0,-1,100,0,0
Ind_6_F,0,1,-1,12,1,0
Ind_7_M,1,0,-1,4,1,0
Ind_8_F,0,1,-1,48,0,0
Ind_9_F,0,1,-1,8,0,0
Ind_10_M,1,0,-1,72,1,0
Ind_11_F,0,1,-1,80,1,0
Ind_12_F,0,1,-1,32,1,0
Ind_13_F,0,1,-1,76,1,0
Ind_14_M,1,0,-1,52,1,0
Ind_15_F,0,1,-1,40,0,0
Ind_16_F,0,1,-1,60,1,0
Ind_17_M,1,0,-1,20,1,0
Ind_18_F,0,1,-1,84,1,0
Ind_19_F,0,1,-1,16,0,0
Ind_20_M,1,0,-1,96,0,0
Ind_21_M,1,0,-1,36,1,0
Ind_22_F,0,1,-1,88,0,0
Ind_23_F,0,1,-1,24,1,0
Ind_24_F,0,1,-1,44,1,0
